"disease" "batch" "t.mean" "p.value" "meta.sig"
"1c64743f68251668fe10ecd563d7115c" 0.00012754448523733 0.00194310110219487 3808.48258706468 0.830605922181558 "FALSE"
"69a9ddd672338abb0cef2b6cc3cdd988" 0.0014625639634791 0.00933667008186412 372.084577114428 0.49001149981009 "FALSE"
"c6bde16a7357fd01c8eda2cd9405104a" 0.00139813754469786 0.00148650614459367 286.761194029851 0.528534146749413 "FALSE"
"fb347af4b91a967e98e7be84d915048d" 0.00487972468792341 0.00154623376888463 28.4825870646766 0.286924528352957 "FALSE"
"a94d349a1a12dd2110ddaa067816a3a6" 0.0143028585072119 0.00534645915507792 70.7213930348259 0.0557885929911562 "FALSE"
"4954fc9d1468485b81e35649f548f020" 2.650440036156e-05 0.00113790491345533 68.4378109452736 0.905396386315216 "FALSE"
"fdac228059abf9a37037c163d1de11b8" 0.0208909666332332 0.0117986973688695 1596.56218905473 0.0179994365678287 "TRUE"
"85e5895e2fdfdf63b97ccad36c74fb64" 0.000270396462195066 0.00329196521611397 24.228855721393 0.757032067730219 "FALSE"
"148fef114366d9a78eff952e01a3fa11" 0.019668810899756 0.0139635209558734 1148.03482587065 0.0343927289926867 "TRUE"
"7881a57a8096f9bb46bda53921e31f7d" 0.000932876401693816 0.00909691035972693 44.1293532338308 0.636480769536404 "FALSE"
"391dfbc1677dde4c9b3c403d296fd732" 0.00262857417126949 0.014368731514272 1194.7960199005 0.455120697061996 "FALSE"
"5d5b3c6a1dbd7a5272ea33975eefa879" 9.31634483269939e-06 0.00864642049477826 15.6517412935323 0.968745348596181 "FALSE"
"2fa15e9ce75c9b4c07f70bef6240e952" 0.00064671967993668 0.00556816293725315 27.9054726368159 0.750822763849162 "FALSE"
"547e4fa04a12742ca73f70c77ae28880" 0.00270433307425866 0.00279944821034006 25.9601990049751 0.412092014084414 "FALSE"
"578295200558da45426c7645c14d09c2" 0.00564263034230095 0.0173918487685655 124.935323383085 0.194248569710973 "FALSE"
"412c48d730127d59d3610a0756dfdb80" 0.00236998912638664 0.00428388953132242 534.940298507463 0.46412683801234 "FALSE"
"b003e05cc22044ac6f1a5908fb6d768f" 0.0127444091554779 0.000916135764676529 183.417910447761 0.078153497179224 "FALSE"
"459e8f1dff1b6c778542965005630e3a" 0.000212936157799382 0.00257949973253002 3718.24378109453 0.772677756970491 "FALSE"
"4dd1030f65486130d634926a58f9dddd" 0.0082561697150022 0.0035113082346776 54.4925373134328 0.165490128035545 "FALSE"
"cda4180fc7a2925160bdbe9e396e7f23" 0.0031103102891239 0.010483969945155 70.3731343283582 0.333880546542518 "FALSE"
"33356af65c78348181d8ac9ef82841ed" 0.0297258302882708 0.00524004374336673 80.4726368159204 0.00507400646687474 "TRUE"
"8439c0c15e72041ffdad1623015cc500" 0.00135843997073326 0.00593966933082113 12.0348258706468 0.610351009890489 "FALSE"
"6ca07efa32f225bafdd0c7bba29cc5cc" 9.66731190783499e-05 0.00330318465102164 13.6268656716418 0.835143213097258 "FALSE"
"475a59bed8c14dd827d57db40105fd47" 0.00185341561465002 0.00313206873556515 645.492537313433 0.464912030352392 "FALSE"
"97142074e94b55d2669ef268d52c1bcf" 0.00109954842413729 0.00213426316034304 90.6616915422886 0.624309453514558 "FALSE"
"f1c7a5f136c6e76384bbea78a139693b" 0.000267830887806242 0.00943452959934932 59.5970149253731 0.710123808666494 "FALSE"
"532082411e79d66aae934f865be44965" 0.000183804741106242 0.00740359205810304 32.4477611940299 0.864170503383224 "FALSE"
"52200ffb2ac4c6ce4fba737fb9a48a34" 0.0102569610448476 0.0191534936554579 70.7412935323383 0.0768104740111815 "FALSE"
"08d541be870e83efa06fb3dcb7d0b96b" 0.00803384656674977 0.005576882745843 314.810945273632 0.157501160444627 "FALSE"
"4659a6295bcddef09d96da004e6af3e8" 0.000397177097682944 0.000798860241770116 20.81592039801 0.754450024923256 "FALSE"
"858632b1948f74005cccb386e6c44780" 0.000117935045430562 0.00310112885409985 5.60199004975124 0.873125351056897 "FALSE"
"51f7b24a52c596653865874b847a2198" 0.0147627065435804 0.0133867686015964 137.487562189055 0.0426952943048911 "TRUE"
"7fb6007cf694606ea373d80cfbc79a2b" 0.00402586974618369 0.00537817711970445 29.6716417910448 0.311774848450299 "FALSE"
"8c5c1f8d0428a3a235431162f9b3e8ab" 0.000506364450377106 0.00430464049520962 82.6965174129353 0.667033867536627 "FALSE"
"8444b90f1fa73d39f44bf9863b2dafeb" 0.006543563967217 0.00922057378016594 2.76119402985075 0.203879476090038 "FALSE"
"ee8e141d51546bda290fbd584cd21bba" 0.0010502189439221 0.024891342964095 11.2487562189055 0.682747229990148 "FALSE"
"76fad43176df2349313e184695ca7ff6" 0.00359881730874689 0.0115071428173489 77.9353233830846 0.41016766721127 "FALSE"
"2f9a29afd5f53b724705e735df227a08" 0.00942433939524734 0.0133196559897557 657.8407960199 0.094516031427244 "FALSE"
"232e4b3757c60903b6e458f6990cc92a" 0.0150216920554399 0.00391233773512034 8.03980099502488 0.0463264984179098 "TRUE"
"de43dc108e577804a3b6aa6abd1ca250" 0.00197665153118054 0.0179848806702211 4.92039800995025 0.505896653555582 "FALSE"
"a1d8ded47544628121a6f8476f2ed7e2" 0.000762178852538153 0.00363318248878752 95.3582089552239 0.653733501337414 "FALSE"
"461c53763025399db295d103c5596d0b" 0.018509818998696 6.88291582137124e-05 7.09950248756219 0.0329349755127528 "TRUE"
"52363da50b856e56679e29938a58b5c1" 0.00626779151534862 0.0167649793638677 20.9950248756219 0.243902030198323 "FALSE"
"28dd80521eb9756aaa19123b12d342b1" 0.000133356959986952 0.00928730610031703 12.2786069651741 0.775994832541881 "FALSE"
"ac5ce91cfd596616e0c25e773e850a9e" 0.0233538001952888 0.00187699428034904 380.268656716418 0.0173130858070586 "TRUE"
"9bf5ee696c6b3acb33ee984dc5d0501c" 0.00344055707539848 0.0093106730569551 131.781094527363 0.354040680981613 "FALSE"
"f4096cd05963b8382e52d4891078cbab" 5.80613640788208e-06 0.0137028079678685 43.2388059701493 0.938991505280498 "FALSE"
"8ef8ca344fe48fb275978a36a6e921d0" 0.000716924478469827 0.00787835407180859 11.3731343283582 0.605916515318409 "FALSE"
"bbd2d6242c288c0b0dfe047de3df778b" 9.36618275935164e-05 0.00604993649641117 5.12935323383085 0.841660528722183 "FALSE"
"fba9429a179051a50979cfac99a6999f" 0.000214743745379109 0.00470248493116698 24.0298507462687 0.865712932279745 "FALSE"
"d0a4941405752f00f99080e3fdcbe346" 0.000147624136855429 0.00156145403505736 92.5273631840796 0.879486784544139 "FALSE"
"400bbcf606631fe702d11184116a30ce" 0.00439036827961514 0.00304247127738799 43.5970149253731 0.312393593143603 "FALSE"
"58f9fe0b96d84c4e1c717aeebca3ab95" 0.00464835487650195 0.000120003008523217 2.92039800995025 0.280111358118099 "FALSE"
"fb53d93664d259c286ebbddbd0116cba" 0.00206632973023391 0.00629382650323074 179.820895522388 0.419012178134418 "FALSE"
"4e334f76297c6f89aed0aa220cbf7883" 0.00297964408463636 0.00164808240528613 105.144278606965 0.403643380768017 "FALSE"
"d5f8227841758a56fe09a2b8515ebccf" 0.00773038246209035 0.00631593763942773 17.3930348258706 0.140691329924154 "FALSE"
"707eca0a530644446a94324bc0e6a344" 0.00136858861680644 0.00575454185216884 24.9651741293532 0.591639208084813 "FALSE"
"485938ab12c13cf79413ea07b3a3e0b6" 0.00304258291575721 0.00985405638352232 34.5572139303483 0.349309968182489 "FALSE"
"b40737726f70c18ca5623ed80bc9318e" 0.000968788224412487 0.00482380683414796 9.25870646766169 0.680664755321134 "FALSE"
"c4a0b3315a13c1fa7216b01e4ec866af" 0.00815573671304581 0.0167816354779923 86.7412935323383 0.11377932073783 "FALSE"
"a5a04e590a061a0b6fd725006c9d5ff7" 0.000895889245026815 0.00907779221044558 6.39800995024876 0.71271441422045 "FALSE"
"9e96baa022ea618283f0d31379e68099" 0.0223812761317067 0.0210426201799675 234.512437810945 0.0139145086686071 "TRUE"
"7c9ce586c36cc07b4c180e6ae392ac8d" 0.00100781656101046 0.00590453768638 54.1393034825871 0.5554173770924 "FALSE"
"bb3a1f3e3613e381de701d5265ccd04a" 0.00183699655210146 0.00879120412864898 32.5422885572139 0.43639592553196 "FALSE"
"5d6727e675af9dc494e71ed0f2a373cf" 0.00119381601538315 0.0193853089929195 38.2437810945274 0.655711495939066 "FALSE"
"3a86b8b510fe5b00bfd92a364a2bf954" 0.000345626967100499 5.93164266593504e-05 0.965174129353234 0.768243362995192 "FALSE"
"ec3a160bb031370ade65cbcd2fece9d2" 0.0105677476445868 0.00936674145028282 47.6865671641791 0.122238203964831 "FALSE"
"6bde9362044de5e0df52ad15d2a14717" 4.1437235127062e-05 0.0133123683437024 25.9203980099502 0.876255027151863 "FALSE"
"44439abdb4b2b05b55a61738b05557a4" 0.0013182037687911 0.00927980386703531 63.2786069651741 0.508437271852862 "FALSE"
"a4df3700ade9b1e067704be3708ac62c" 0.00318535713251711 0.0158392729935586 12.1492537313433 0.409153955903144 "FALSE"
"c4296451a88476a63168f03074b01bb9" 0.000370577490971802 0.0103721040719238 8.74129353233831 0.676915384512235 "FALSE"
"197a5cfabcbe2b5fc937ba6e2e93ef51" 0.000871909341376265 0.00253246785771322 1.49751243781095 0.662659416051865 "FALSE"
"7b1a96b82d205f014d07a425f79b2d12" 0.0103540352865686 0.000364524397900912 224.353233830846 0.114383705890881 "FALSE"
"a0f5c9742e0d22e89d31e934125edf65" 0.00510728369982638 0.00404717961700607 375.781094527363 0.290800377253854 "FALSE"
"dab47fb9b4662e57ae1d617cb84d5a01" 0.0015343010812473 0.00430222401211489 1.58706467661692 0.498621855752004 "FALSE"
"a338ccad7e004075ad798d239e94de74" 0.00225043167365346 0.0133773323906542 6.33830845771144 0.450557934442474 "FALSE"
"5429175cb0a2d1c253b8d1c48cd69213" 0.000630279715279514 0.00272507332766403 99.4726368159204 0.649653477292185 "FALSE"
"6387845fcbaf0e0af3f182572dce6a16" 0.00987063926059084 0.0100231034070469 343.417910447761 0.140793631033874 "FALSE"
"0cc4dcc1f48b161f6c33f0cc65b289a6" 0.000218375633084134 0.00407632709175298 7.39303482587065 0.787808082719226 "FALSE"
"8039983fe5ffe81cb87f594b295184e3" 0.000328329311327535 0.00391382564874809 55.3930348258707 0.756757213798149 "FALSE"
"9ac729c412e5024a5ee4d6407265ecf1" 8.51382464498451e-05 0.00179416134097454 112.577114427861 0.856937586928593 "FALSE"
"258403de170bbeb579836f652c200526" 1.46965375154018e-05 0.00943254227465451 25.3283582089552 0.959348421902414 "FALSE"
"23830013fa033ee68215d86ac5c9a975" 0.00324826104823217 0.000660810396910017 138.686567164179 0.383737341011 "FALSE"
"aa162079cdb1b19f765c47bd4020df70" 0.00537881156738007 0.000948708616205884 10.407960199005 0.256741046024282 "FALSE"
"b8d2ba841ee93fee2037119e082a2445" 0.00447019473556076 0.0163279445231014 168.945273631841 0.358463531347555 "FALSE"
"86b8f34ca96f5e103ff215a7e7c3e77c" 0.00979694511918594 0.00302876947362962 2.29353233830846 0.123711444672761 "FALSE"
"c213cb82a6e3b09d610313cedc2fbe44" 0.00054905563922647 0.00623733607741428 45.7761194029851 0.664711830235168 "FALSE"
